date,hour,day_of_week,location,count
2024-01-16,23,1,Bus Stop Gate 2,11
2024-01-16,23,1,Boys Hostel Block A,70
2024-01-16,23,1,Girls Hostel,61
2024-01-16,23,1,Sports Ground,28
2024-01-16,23,1,Admin Block,21
2024-01-16,23,1,Computer Lab,11
2024-01-16,23,1,Medical Centre,16
2024-01-17,0,2,Main Canteen,19
2024-01-17,0,2,AB Block,26
2024-01-17,0,2,Library,11
2024-01-17,0,2,Gate 1 (Main Gate),14
2024-01-17,0,2,Gate 2,28
2024-01-17,0,2,Workshop,10
2024-01-17,0,2,EC Block,24
2024-01-17,0,2,Bus Stop Gate 1,12
2024-01-17,0,2,Bus Stop Gate 2,9
2024-01-17,0,2,Boys Hostel Block A,59
2024-01-17,0,2,Girls Hostel,51
2024-01-17,0,2,Sports Ground,21
2024-01-17,0,2,Admin Block,18
2024-01-17,0,2,Computer Lab,8
2024-01-17,0,2,Medical Centre,16
2024-01-17,1,2,Main Canteen,23
2024-01-17,1,2,AB Block,26
2024-01-17,1,2,Library,11
2024-01-17,1,2,Gate 1 (Main Gate),10
2024-01-17,1,2,Gate 2,11
2024-01-17,1,2,Workshop,6
2024-01-17,1,2,EC Block,15
2024-01-17,1,2,Bus Stop Gate 1,5
2024-01-17,1,2,Bus Stop Gate 2,13
2024-01-17,1,2,Boys Hostel Block A,73
2024-01-17,1,2,Girls Hostel,61
2024-01-17,1,2,Sports Ground,19
2024-01-17,1,2,Admin Block,25
2024-01-17,1,2,Computer Lab,7
2024-01-17,1,2,Medical Centre,19
2024-01-17,2,2,Main Canteen,15
2024-01-17,2,2,AB Block,23
2024-01-17,2,2,Library,17
2024-01-17,2,2,Gate 1 (Main Gate),12
2024-01-17,2,2,Gate 2,20
2024-01-17,2,2,Workshop,13
2024-01-17,2,2,EC Block,13
2024-01-17,2,2,Bus Stop Gate 1,7
2024-01-17,2,2,Bus Stop Gate 2,5
2024-01-17,2,2,Boys Hostel Block A,55
2024-01-17,2,2,Girls Hostel,72
2024-01-17,2,2,Sports Ground,17
2024-01-17,2,2,Admin Block,25
2024-01-17,2,2,Computer Lab,12
2024-01-17,2,2,Medical Centre,15
2024-01-17,3,2,Main Canteen,16
2024-01-17,3,2,AB Block,26
2024-01-17,3,2,Library,14
2024-01-17,3,2,Gate 1 (Main Gate),22
2024-01-17,3,2,Gate 2,13
2024-01-17,3,2,Workshop,12
2024-01-17,3,2,EC Block,16
2024-01-17,3,2,Bus Stop Gate 1,9
2024-01-17,3,2,Bus Stop Gate 2,20
2024-01-17,3,2,Boys Hostel Block A,63
2024-01-17,3,2,Girls Hostel,51
2024-01-17,3,2,Sports Ground,30
2024-01-17,3,2,Admin Block,20
2024-01-17,3,2,Computer Lab,12
2024-01-17,3,2,Medical Centre,20
2024-01-17,4,2,Main Canteen,28
2024-01-17,4,2,AB Block,18
2024-01-17,4,2,Library,6
2024-01-17,4,2,Gate 1 (Main Gate),28
2024-01-17,4,2,Gate 2,15
2024-01-17,4,2,Workshop,11
2024-01-17,4,2,EC Block,19
2024-01-17,4,2,Bus Stop Gate 1,15
2024-01-17,4,2,Bus Stop Gate 2,7
2024-01-17,4,2,Boys Hostel Block A,51
2024-01-17,4,2,Girls Hostel,65
2024-01-17,4,2,Sports Ground,13
2024-01-17,4,2,Admin Block,29
2024-01-17,4,2,Computer Lab,14
2024-01-17,4,2,Medical Centre,19
2024-01-17,5,2,Main Canteen,19
2024-01-17,5,2,AB Block,23
2024-01-17,5,2,Library,12
2024-01-17,5,2,Gate 1 (Main Gate),26
2024-01-17,5,2,Gate 2,23
2024-01-17,5,2,Workshop,11
2024-01-17,5,2,EC Block,13
2024-01-17,5,2,Bus Stop Gate 1,14
2024-01-17,5,2,Bus Stop Gate 2,20
2024-01-17,5,2,Boys Hostel Block A,58
2024-01-17,5,2,Girls Hostel,79
2024-01-17,5,2,Sports Ground,25
2024-01-17,5,2,Admin Block,17
2024-01-17,5,2,Computer Lab,11
2024-01-17,5,2,Medical Centre,24
2024-01-17,6,2,Main Canteen,27
2024-01-17,6,2,AB Block,13
2024-01-17,6,2,Library,13
2024-01-17,6,2,Gate 1 (Main Gate),14
2024-01-17,6,2,Gate 2,18
2024-01-17,6,2,Workshop,9
2024-01-17,6,2,EC Block,13
2024-01-17,6,2,Bus Stop Gate 1,6
2024-01-17,6,2,Bus Stop Gate 2,18
2024-01-17,6,2,Boys Hostel Block A,55
2024-01-17,6,2,Girls Hostel,51
2024-01-17,6,2,Sports Ground,25
2024-01-17,6,2,Admin Block,18
2024-01-17,6,2,Computer Lab,6
2024-01-17,6,2,Medical Centre,26
2024-01-17,7,2,Main Canteen,30
2024-01-17,7,2,AB Block,27
2024-01-17,7,2,Library,9
2024-01-17,7,2,Gate 1 (Main Gate),23
2024-01-17,7,2,Gate 2,10
2024-01-17,7,2,Workshop,8
2024-01-17,7,2,EC Block,18
2024-01-17,7,2,Bus Stop Gate 1,9
2024-01-17,7,2,Bus Stop Gate 2,6
2024-01-17,7,2,Boys Hostel Block A,51
2024-01-17,7,2,Girls Hostel,69
2024-01-17,7,2,Sports Ground,28
2024-01-17,7,2,Admin Block,29
2024-01-17,7,2,Computer Lab,12
2024-01-17,7,2,Medical Centre,10
2024-01-17,8,2,Main Canteen,16
2024-01-17,8,2,AB Block,19
2024-01-17,8,2,Library,7
2024-01-17,8,2,Gate 1 (Main Gate),26
2024-01-17,8,2,Gate 2,21
2024-01-17,8,2,Workshop,5
2024-01-17,8,2,EC Block,13
2024-01-17,8,2,Bus Stop Gate 1,63
2024-01-17,8,2,Bus Stop Gate 2,61
2024-01-17,8,2,Boys Hostel Block A,27
2024-01-17,8,2,Girls Hostel,10
2024-01-17,8,2,Sports Ground,27
2024-01-17,8,2,Admin Block,13
2024-01-17,8,2,Computer Lab,6
2024-01-17,8,2,Medical Centre,21
2024-01-17,9,2,Main Canteen,18
2024-01-17,9,2,AB Block,10
2024-01-17,9,2,Library,64
2024-01-17,9,2,Gate 1 (Main Gate),28
2024-01-17,9,2,Gate 2,28
2024-01-17,9,2,Workshop,70
2024-01-17,9,2,EC Block,14
2024-01-17,9,2,Bus Stop Gate 1,86
2024-01-17,9,2,Bus Stop Gate 2,86
2024-01-17,9,2,Boys Hostel Block A,13
2024-01-17,9,2,Girls Hostel,19
2024-01-17,9,2,Sports Ground,14
2024-01-17,9,2,Admin Block,12
2024-01-17,9,2,Computer Lab,67
2024-01-17,9,2,Medical Centre,28
2024-01-17,10,2,Main Canteen,18
2024-01-17,10,2,AB Block,19
2024-01-17,10,2,Library,68
2024-01-17,10,2,Gate 1 (Main Gate),17
2024-01-17,10,2,Gate 2,29
2024-01-17,10,2,Workshop,70
2024-01-17,10,2,EC Block,22
2024-01-17,10,2,Bus Stop Gate 1,63
2024-01-17,10,2,Bus Stop Gate 2,72
2024-01-17,10,2,Boys Hostel Block A,25
2024-01-17,10,2,Girls Hostel,22
2024-01-17,10,2,Sports Ground,24
2024-01-17,10,2,Admin Block,23
2024-01-17,10,2,Computer Lab,77
2024-01-17,10,2,Medical Centre,26
2024-01-17,11,2,Main Canteen,10
2024-01-17,11,2,AB Block,14
2024-01-17,11,2,Library,70
2024-01-17,11,2,Gate 1 (Main Gate),16
2024-01-17,11,2,Gate 2,29
2024-01-17,11,2,Workshop,57
2024-01-17,11,2,EC Block,12
2024-01-17,11,2,Bus Stop Gate 1,6
2024-01-17,11,2,Bus Stop Gate 2,7
2024-01-17,11,2,Boys Hostel Block A,10
2024-01-17,11,2,Girls Hostel,11
2024-01-17,11,2,Sports Ground,30
2024-01-17,11,2,Admin Block,29
2024-01-17,11,2,Computer Lab,68
2024-01-17,11,2,Medical Centre,16
2024-01-17,12,2,Main Canteen,76
2024-01-17,12,2,AB Block,21
2024-01-17,12,2,Library,66
2024-01-17,12,2,Gate 1 (Main Gate),23
2024-01-17,12,2,Gate 2,29
2024-01-17,12,2,Workshop,73
2024-01-17,12,2,EC Block,13
2024-01-17,12,2,Bus Stop Gate 1,16
2024-01-17,12,2,Bus Stop Gate 2,11
2024-01-17,12,2,Boys Hostel Block A,30
2024-01-17,12,2,Girls Hostel,12
2024-01-17,12,2,Sports Ground,28
2024-01-17,12,2,Admin Block,14
2024-01-17,12,2,Computer Lab,79
2024-01-17,12,2,Medical Centre,18
2024-01-17,13,2,Main Canteen,84
2024-01-17,13,2,AB Block,11
2024-01-17,13,2,Library,65
2024-01-17,13,2,Gate 1 (Main Gate),10
2024-01-17,13,2,Gate 2,14
2024-01-17,13,2,Workshop,56
2024-01-17,13,2,EC Block,17
2024-01-17,13,2,Bus Stop Gate 1,9
2024-01-17,13,2,Bus Stop Gate 2,6
2024-01-17,13,2,Boys Hostel Block A,16
2024-01-17,13,2,Girls Hostel,16
2024-01-17,13,2,Sports Ground,14
2024-01-17,13,2,Admin Block,22
2024-01-17,13,2,Computer Lab,60
2024-01-17,13,2,Medical Centre,14
2024-01-17,14,2,Main Canteen,85
2024-01-17,14,2,AB Block,10
2024-01-17,14,2,Library,48
2024-01-17,14,2,Gate 1 (Main Gate),24
2024-01-17,14,2,Gate 2,18
2024-01-17,14,2,Workshop,65
2024-01-17,14,2,EC Block,25
2024-01-17,14,2,Bus Stop Gate 1,19
2024-01-17,14,2,Bus Stop Gate 2,5
2024-01-17,14,2,Boys Hostel Block A,10
2024-01-17,14,2,Girls Hostel,10
2024-01-17,14,2,Sports Ground,26
2024-01-17,14,2,Admin Block,21
2024-01-17,14,2,Computer Lab,54
2024-01-17,14,2,Medical Centre,27
2024-01-17,15,2,Main Canteen,18
2024-01-17,15,2,AB Block,23
2024-01-17,15,2,Library,52
2024-01-17,15,2,Gate 1 (Main Gate),20
2024-01-17,15,2,Gate 2,20
2024-01-17,15,2,Workshop,62
2024-01-17,15,2,EC Block,20
2024-01-17,15,2,Bus Stop Gate 1,10
2024-01-17,15,2,Bus Stop Gate 2,18
2024-01-17,15,2,Boys Hostel Block A,14
2024-01-17,15,2,Girls Hostel,22
2024-01-17,15,2,Sports Ground,25
2024-01-17,15,2,Admin Block,22
2024-01-17,15,2,Computer Lab,61
2024-01-17,15,2,Medical Centre,25
2024-01-17,16,2,Main Canteen,22
2024-01-17,16,2,AB Block,28
2024-01-17,16,2,Library,53
2024-01-17,16,2,Gate 1 (Main Gate),25
2024-01-17,16,2,Gate 2,29
2024-01-17,16,2,Workshop,73
2024-01-17,16,2,EC Block,11
2024-01-17,16,2,Bus Stop Gate 1,15
2024-01-17,16,2,Bus Stop Gate 2,13
2024-01-17,16,2,Boys Hostel Block A,23
2024-01-17,16,2,Girls Hostel,24
2024-01-17,16,2,Sports Ground,12
2024-01-17,16,2,Admin Block,10
2024-01-17,16,2,Computer Lab,61
2024-01-17,16,2,Medical Centre,16
2024-01-17,17,2,Main Canteen,25
2024-01-17,17,2,AB Block,13
2024-01-17,17,2,Library,49
2024-01-17,17,2,Gate 1 (Main Gate),12
2024-01-17,17,2,Gate 2,28
2024-01-17,17,2,Workshop,68
2024-01-17,17,2,EC Block,15
2024-01-17,17,2,Bus Stop Gate 1,62
2024-01-17,17,2,Bus Stop Gate 2,87
2024-01-17,17,2,Boys Hostel Block A,13
2024-01-17,17,2,Girls Hostel,14
2024-01-17,17,2,Sports Ground,22
2024-01-17,17,2,Admin Block,29
2024-01-17,17,2,Computer Lab,55
2024-01-17,17,2,Medical Centre,18
2024-01-17,18,2,Main Canteen,19
2024-01-17,18,2,AB Block,21
2024-01-17,18,2,Library,16
2024-01-17,18,2,Gate 1 (Main Gate),24
2024-01-17,18,2,Gate 2,22
2024-01-17,18,2,Workshop,15
2024-01-17,18,2,EC Block,20
2024-01-17,18,2,Bus Stop Gate 1,83
2024-01-17,18,2,Bus Stop Gate 2,85
2024-01-17,18,2,Boys Hostel Block A,23
2024-01-17,18,2,Girls Hostel,25
2024-01-17,18,2,Sports Ground,11
2024-01-17,18,2,Admin Block,27
2024-01-17,18,2,Computer Lab,11
2024-01-17,18,2,Medical Centre,27
2024-01-17,19,2,Main Canteen,78
2024-01-17,19,2,AB Block,18
2024-01-17,19,2,Library,15
2024-01-17,19,2,Gate 1 (Main Gate),18
2024-01-17,19,2,Gate 2,11
2024-01-17,19,2,Workshop,10
2024-01-17,19,2,EC Block,16
2024-01-17,19,2,Bus Stop Gate 1,62
2024-01-17,19,2,Bus Stop Gate 2,80
2024-01-17,19,2,Boys Hostel Block A,29
2024-01-17,19,2,Girls Hostel,18
2024-01-17,19,2,Sports Ground,14
2024-01-17,19,2,Admin Block,22
2024-01-17,19,2,Computer Lab,14
2024-01-17,19,2,Medical Centre,19
2024-01-17,20,2,Main Canteen,83
2024-01-17,20,2,AB Block,14
2024-01-17,20,2,Library,18
2024-01-17,20,2,Gate 1 (Main Gate),27
2024-01-17,20,2,Gate 2,16
2024-01-17,20,2,Workshop,12
2024-01-17,20,2,EC Block,19
2024-01-17,20,2,Bus Stop Gate 1,17
2024-01-17,20,2,Bus Stop Gate 2,14
2024-01-17,20,2,Boys Hostel Block A,50
2024-01-17,20,2,Girls Hostel,60
2024-01-17,20,2,Sports Ground,10
2024-01-17,20,2,Admin Block,23
2024-01-17,20,2,Computer Lab,14
2024-01-17,20,2,Medical Centre,12
2024-01-17,21,2,Main Canteen,70
2024-01-17,21,2,AB Block,14
2024-01-17,21,2,Library,7
2024-01-17,21,2,Gate 1 (Main Gate),24
2024-01-17,21,2,Gate 2,27
2024-01-17,21,2,Workshop,11
2024-01-17,21,2,EC Block,17
2024-01-17,21,2,Bus Stop Gate 1,17
2024-01-17,21,2,Bus Stop Gate 2,12
2024-01-17,21,2,Boys Hostel Block A,59
2024-01-17,21,2,Girls Hostel,62
2024-01-17,21,2,Sports Ground,20
2024-01-17,21,2,Admin Block,12
2024-01-17,21,2,Computer Lab,12
2024-01-17,21,2,Medical Centre,12
2024-01-17,22,2,Main Canteen,29
2024-01-17,22,2,AB Block,25
2024-01-17,22,2,Library,13
2024-01-17,22,2,Gate 1 (Main Gate),23
2024-01-17,22,2,Gate 2,30
2024-01-17,22,2,Workshop,10
2024-01-17,22,2,EC Block,16
2024-01-17,22,2,Bus Stop Gate 1,6
2024-01-17,22,2,Bus Stop Gate 2,12
2024-01-17,22,2,Boys Hostel Block A,72
2024-01-17,22,2,Girls Hostel,53
2024-01-17,22,2,Sports Ground,17
2024-01-17,22,2,Admin Block,25
2024-01-17,22,2,Computer Lab,9
2024-01-17,22,2,Medical Centre,22
2024-01-17,23,2,Main Canteen,15
2024-01-17,23,2,AB Block,28
2024-01-17,23,2,Library,19
2024-01-17,23,2,Gate 1 (Main Gate),28
2024-01-17,23,2,Gate 2,13
2024-01-17,23,2,Workshop,14
2024-01-17,23,2,EC Block,14
2024-01-17,23,2,Bus Stop Gate 1,14
2024-01-17,23,2,Bus Stop Gate 2,5
2024-01-17,23,2,Boys Hostel Block A,80
2024-01-17,23,2,Girls Hostel,69
2024-01-17,23,2,Sports Ground,28
2024-01-17,23,2,Admin Block,20
2024-01-17,23,2,Computer Lab,15
2024-01-17,23,2,Medical Centre,18
2024-01-18,0,3,Main Canteen,15
2024-01-18,0,3,AB Block,11
2024-01-18,0,3,Library,6
2024-01-18,0,3,Gate 1 (Main Gate),19
2024-01-18,0,3,Gate 2,24
2024-01-18,0,3,Workshop,11
2024-01-18,0,3,EC Block,10
2024-01-18,0,3,Bus Stop Gate 1,12
2024-01-18,0,3,Bus Stop Gate 2,5
2024-01-18,0,3,Boys Hostel Block A,66
2024-01-18,0,3,Girls Hostel,60
2024-01-18,0,3,Sports Ground,26
2024-01-18,0,3,Admin Block,21
2024-01-18,0,3,Computer Lab,8
2024-01-18,0,3,Medical Centre,24
2024-01-18,1,3,Main Canteen,19
2024-01-18,1,3,AB Block,17
2024-01-18,1,3,Library,10
2024-01-18,1,3,Gate 1 (Main Gate),20
2024-01-18,1,3,Gate 2,16
2024-01-18,1,3,Workshop,15
2024-01-18,1,3,EC Block,17
2024-01-18,1,3,Bus Stop Gate 1,12
2024-01-18,1,3,Bus Stop Gate 2,18
2024-01-18,1,3,Boys Hostel Block A,74
2024-01-18,1,3,Girls Hostel,58
2024-01-18,1,3,Sports Ground,18
2024-01-18,1,3,Admin Block,29
2024-01-18,1,3,Computer Lab,10
2024-01-18,1,3,Medical Centre,17
2024-01-18,2,3,Main Canteen,22
2024-01-18,2,3,AB Block,11
2024-01-18,2,3,Library,18
2024-01-18,2,3,Gate 1 (Main Gate),23
2024-01-18,2,3,Gate 2,14
2024-01-18,2,3,Workshop,15
2024-01-18,2,3,EC Block,30
2024-01-18,2,3,Bus Stop Gate 1,12
2024-01-18,2,3,Bus Stop Gate 2,11
2024-01-18,2,3,Boys Hostel Block A,53
2024-01-18,2,3,Girls Hostel,55
2024-01-18,2,3,Sports Ground,25
2024-01-18,2,3,Admin Block,27
2024-01-18,2,3,Computer Lab,15
2024-01-18,2,3,Medical Centre,20
2024-01-18,3,3,Main Canteen,30
2024-01-18,3,3,AB Block,20
2024-01-18,3,3,Library,5
2024-01-18,3,3,Gate 1 (Main Gate),22
2024-01-18,3,3,Gate 2,26
2024-01-18,3,3,Workshop,10
2024-01-18,3,3,EC Block,15
2024-01-18,3,3,Bus Stop Gate 1,20
2024-01-18,3,3,Bus Stop Gate 2,19
2024-01-18,3,3,Boys Hostel Block A,53
2024-01-18,3,3,Girls Hostel,51
2024-01-18,3,3,Sports Ground,15
2024-01-18,3,3,Admin Block,22
2024-01-18,3,3,Computer Lab,5
2024-01-18,3,3,Medical Centre,23
2024-01-18,4,3,Main Canteen,25
2024-01-18,4,3,AB Block,16
2024-01-18,4,3,Library,10
2024-01-18,4,3,Gate 1 (Main Gate),17
2024-01-18,4,3,Gate 2,28
2024-01-18,4,3,Workshop,8
2024-01-18,4,3,EC Block,20
2024-01-18,4,3,Bus Stop Gate 1,12
2024-01-18,4,3,Bus Stop Gate 2,15
2024-01-18,4,3,Boys Hostel Block A,68
2024-01-18,4,3,Girls Hostel,60
2024-01-18,4,3,Sports Ground,22
2024-01-18,4,3,Admin Block,26
2024-01-18,4,3,Computer Lab,15
2024-01-18,4,3,Medical Centre,21
2024-01-18,5,3,Main Canteen,17
2024-01-18,5,3,AB Block,17
2024-01-18,5,3,Library,20
2024-01-18,5,3,Gate 1 (Main Gate),17
2024-01-18,5,3,Gate 2,10
2024-01-18,5,3,Workshop,14
2024-01-18,5,3,EC Block,20
2024-01-18,5,3,Bus Stop Gate 1,14
2024-01-18,5,3,Bus Stop Gate 2,11
2024-01-18,5,3,Boys Hostel Block A,62
2024-01-18,5,3,Girls Hostel,57
2024-01-18,5,3,Sports Ground,30
2024-01-18,5,3,Admin Block,12
2024-01-18,5,3,Computer Lab,11
2024-01-18,5,3,Medical Centre,14
2024-01-18,6,3,Main Canteen,13
2024-01-18,6,3,AB Block,24
2024-01-18,6,3,Library,17
2024-01-18,6,3,Gate 1 (Main Gate),30
2024-01-18,6,3,Gate 2,20
2024-01-18,6,3,Workshop,8
2024-01-18,6,3,EC Block,21
2024-01-18,6,3,Bus Stop Gate 1,8
2024-01-18,6,3,Bus Stop Gate 2,15
2024-01-18,6,3,Boys Hostel Block A,63
2024-01-18,6,3,Girls Hostel,77
2024-01-18,6,3,Sports Ground,18
2024-01-18,6,3,Admin Block,21
2024-01-18,6,3,Computer Lab,15
2024-01-18,6,3,Medical Centre,22
2024-01-18,7,3,Main Canteen,30
2024-01-18,7,3,AB Block,12
2024-01-18,7,3,Library,14
2024-01-18,7,3,Gate 1 (Main Gate),21
2024-01-18,7,3,Gate 2,18
2024-01-18,7,3,Workshop,7
2024-01-18,7,3,EC Block,13
2024-01-18,7,3,Bus Stop Gate 1,8
2024-01-18,7,3,Bus Stop Gate 2,13
2024-01-18,7,3,Boys Hostel Block A,54
2024-01-18,7,3,Girls Hostel,75
2024-01-18,7,3,Sports Ground,15
2024-01-18,7,3,Admin Block,20
2024-01-18,7,3,Computer Lab,8
2024-01-18,7,3,Medical Centre,19
2024-01-18,8,3,Main Canteen,15
2024-01-18,8,3,AB Block,14
2024-01-18,8,3,Library,10
2024-01-18,8,3,Gate 1 (Main Gate),19
2024-01-18,8,3,Gate 2,22
2024-01-18,8,3,Workshop,9
2024-01-18,8,3,EC Block,10
2024-01-18,8,3,Bus Stop Gate 1,65
2024-01-18,8,3,Bus Stop Gate 2,81
2024-01-18,8,3,Boys Hostel Block A,16
2024-01-18,8,3,Girls Hostel,19
2024-01-18,8,3,Sports Ground,30
2024-01-18,8,3,Admin Block,24
2024-01-18,8,3,Computer Lab,7
2024-01-18,8,3,Medical Centre,24
2024-01-18,9,3,Main Canteen,30
2024-01-18,9,3,AB Block,10
2024-01-18,9,3,Library,51
2024-01-18,9,3,Gate 1 (Main Gate),10
2024-01-18,9,3,Gate 2,12
2024-01-18,9,3,Workshop,79
2024-01-18,9,3,EC Block,12
2024-01-18,9,3,Bus Stop Gate 1,73
2024-01-18,9,3,Bus Stop Gate 2,86
2024-01-18,9,3,Boys Hostel Block A,22
2024-01-18,9,3,Girls Hostel,30
2024-01-18,9,3,Sports Ground,20
2024-01-18,9,3,Admin Block,18
2024-01-18,9,3,Computer Lab,69
2024-01-18,9,3,Medical Centre,17
2024-01-18,10,3,Main Canteen,18
2024-01-18,10,3,AB Block,28
2024-01-18,10,3,Library,43
2024-01-18,10,3,Gate 1 (Main Gate),13
2024-01-18,10,3,Gate 2,18
2024-01-18,10,3,Workshop,53
2024-01-18,10,3,EC Block,25
2024-01-18,10,3,Bus Stop Gate 1,76
2024-01-18,10,3,Bus Stop Gate 2,70
2024-01-18,10,3,Boys Hostel Block A,24
2024-01-18,10,3,Girls Hostel,16
2024-01-18,10,3,Sports Ground,12
2024-01-18,10,3,Admin Block,17
2024-01-18,10,3,Computer Lab,57
2024-01-18,10,3,Medical Centre,25
2024-01-18,11,3,Main Canteen,21
2024-01-18,11,3,AB Block,28
2024-01-18,11,3,Library,54
2024-01-18,11,3,Gate 1 (Main Gate),17
2024-01-18,11,3,Gate 2,21
2024-01-18,11,3,Workshop,73
2024-01-18,11,3,EC Block,25
2024-01-18,11,3,Bus Stop Gate 1,8
2024-01-18,11,3,Bus Stop Gate 2,13
2024-01-18,11,3,Boys Hostel Block A,17
2024-01-18,11,3,Girls Hostel,23
2024-01-18,11,3,Sports Ground,20
2024-01-18,11,3,Admin Block,23
2024-01-18,11,3,Computer Lab,66
2024-01-18,11,3,Medical Centre,13
2024-01-18,12,3,Main Canteen,86
2024-01-18,12,3,AB Block,19
2024-01-18,12,3,Library,61
2024-01-18,12,3,Gate 1 (Main Gate),26
2024-01-18,12,3,Gate 2,20
2024-01-18,12,3,Workshop,63
2024-01-18,12,3,EC Block,23
2024-01-18,12,3,Bus Stop Gate 1,5
2024-01-18,12,3,Bus Stop Gate 2,13
2024-01-18,12,3,Boys Hostel Block A,19
2024-01-18,12,3,Girls Hostel,24
2024-01-18,12,3,Sports Ground,15
2024-01-18,12,3,Admin Block,18
2024-01-18,12,3,Computer Lab,79
2024-01-18,12,3,Medical Centre,24
2024-01-18,13,3,Main Canteen,87
2024-01-18,13,3,AB Block,14
2024-01-18,13,3,Library,66
2024-01-18,13,3,Gate 1 (Main Gate),16
2024-01-18,13,3,Gate 2,19
2024-01-18,13,3,Workshop,75
2024-01-18,13,3,EC Block,19
2024-01-18,13,3,Bus Stop Gate 1,15
2024-01-18,13,3,Bus Stop Gate 2,8
2024-01-18,13,3,Boys Hostel Block A,29
2024-01-18,13,3,Girls Hostel,24
2024-01-18,13,3,Sports Ground,15
2024-01-18,13,3,Admin Block,15
2024-01-18,13,3,Computer Lab,75
2024-01-18,13,3,Medical Centre,11
2024-01-18,14,3,Main Canteen,85
2024-01-18,14,3,AB Block,12
2024-01-18,14,3,Library,41
2024-01-18,14,3,Gate 1 (Main Gate),27
2024-01-18,14,3,Gate 2,11
2024-01-18,14,3,Workshop,57
2024-01-18,14,3,EC Block,29
2024-01-18,14,3,Bus Stop Gate 1,6
2024-01-18,14,3,Bus Stop Gate 2,5
2024-01-18,14,3,Boys Hostel Block A,13
2024-01-18,14,3,Girls Hostel,16
2024-01-18,14,3,Sports Ground,25
2024-01-18,14,3,Admin Block,21
2024-01-18,14,3,Computer Lab,72
2024-01-18,14,3,Medical Centre,29
2024-01-18,15,3,Main Canteen,15
2024-01-18,15,3,AB Block,30
2024-01-18,15,3,Library,66
2024-01-18,15,3,Gate 1 (Main Gate),25
2024-01-18,15,3,Gate 2,26
2024-01-18,15,3,Workshop,63
2024-01-18,15,3,EC Block,19
2024-01-18,15,3,Bus Stop Gate 1,19
2024-01-18,15,3,Bus Stop Gate 2,19
2024-01-18,15,3,Boys Hostel Block A,25
2024-01-18,15,3,Girls Hostel,16
2024-01-18,15,3,Sports Ground,24
2024-01-18,15,3,Admin Block,15
2024-01-18,15,3,Computer Lab,56
2024-01-18,15,3,Medical Centre,26
2024-01-18,16,3,Main Canteen,10
2024-01-18,16,3,AB Block,10
2024-01-18,16,3,Library,66
2024-01-18,16,3,Gate 1 (Main Gate),23
2024-01-18,16,3,Gate 2,11
2024-01-18,16,3,Workshop,62
2024-01-18,16,3,EC Block,23
2024-01-18,16,3,Bus Stop Gate 1,8
2024-01-18,16,3,Bus Stop Gate 2,8
2024-01-18,16,3,Boys Hostel Block A,15
2024-01-18,16,3,Girls Hostel,23
2024-01-18,16,3,Sports Ground,23
2024-01-18,16,3,Admin Block,16
2024-01-18,16,3,Computer Lab,77
2024-01-18,16,3,Medical Centre,23
2024-01-18,17,3,Main Canteen,23
2024-01-18,17,3,AB Block,22
2024-01-18,17,3,Library,65
2024-01-18,17,3,Gate 1 (Main Gate),30
2024-01-18,17,3,Gate 2,29
2024-01-18,17,3,Workshop,65
2024-01-18,17,3,EC Block,26
2024-01-18,17,3,Bus Stop Gate 1,60
2024-01-18,17,3,Bus Stop Gate 2,84
2024-01-18,17,3,Boys Hostel Block A,29
2024-01-18,17,3,Girls Hostel,25
2024-01-18,17,3,Sports Ground,11
2024-01-18,17,3,Admin Block,20
2024-01-18,17,3,Computer Lab,57
2024-01-18,17,3,Medical Centre,22
2024-01-18,18,3,Main Canteen,28
2024-01-18,18,3,AB Block,13
2024-01-18,18,3,Library,8
2024-01-18,18,3,Gate 1 (Main Gate),17
2024-01-18,18,3,Gate 2,17
2024-01-18,18,3,Workshop,10
2024-01-18,18,3,EC Block,23
2024-01-18,18,3,Bus Stop Gate 1,76
2024-01-18,18,3,Bus Stop Gate 2,72
2024-01-18,18,3,Boys Hostel Block A,20
2024-01-18,18,3,Girls Hostel,13
2024-01-18,18,3,Sports Ground,16
2024-01-18,18,3,Admin Block,25
2024-01-18,18,3,Computer Lab,9
2024-01-18,18,3,Medical Centre,10
2024-01-18,19,3,Main Canteen,67
2024-01-18,19,3,AB Block,30
2024-01-18,19,3,Library,20
2024-01-18,19,3,Gate 1 (Main Gate),16
2024-01-18,19,3,Gate 2,13
2024-01-18,19,3,Workshop,9
2024-01-18,19,3,EC Block,20
2024-01-18,19,3,Bus Stop Gate 1,86
2024-01-18,19,3,Bus Stop Gate 2,69
2024-01-18,19,3,Boys Hostel Block A,18
2024-01-18,19,3,Girls Hostel,23
2024-01-18,19,3,Sports Ground,12
2024-01-18,19,3,Admin Block,18
2024-01-18,19,3,Computer Lab,9
2024-01-18,19,3,Medical Centre,17
2024-01-18,20,3,Main Canteen,76
2024-01-18,20,3,AB Block,30
2024-01-18,20,3,Library,12
2024-01-18,20,3,Gate 1 (Main Gate),22
2024-01-18,20,3,Gate 2,16
2024-01-18,20,3,Workshop,12
2024-01-18,20,3,EC Block,30
2024-01-18,20,3,Bus Stop Gate 1,18
2024-01-18,20,3,Bus Stop Gate 2,5
2024-01-18,20,3,Boys Hostel Block A,72
2024-01-18,20,3,Girls Hostel,53
